station,latitude,longitude,elevation,name,annual_precip,precip_norm,elev_norm,lat_norm,long_norm,coastal_penalty,survivability,survivability_category
US1NCWK0255,35.9773,-78.7087,126.2,"GORMAN 7.2 SE, NC US",47.32,0.13143071723619976,0.10781878907253575,0.748392807230037,0.632667157334542,0.36733284266545796,0.27249256346291495,Low
US1NCWL0010,36.2132,-81.3574,420.0,"PURLEAR 4.6 WNW, NC US",56.83,0.4885467517837025,0.3594245097199623,0.8582875244572805,0.33275208062050615,0.6672479193794938,0.5640416553503976,Medium
US1NCWN0006,35.7208,-78.1108,68.9,"SIMS 4.0 SW, NC US",49.55,0.21517085993240692,0.05874796608717993,0.6289015186807019,0.7003680009058488,0.29963199909415117,0.23742832564762723,Low
US1NCWR0007,36.5174,-78.1921,90.8,"NORLINA 5.0 N, NC US",46.83,0.11303041682313172,0.0775027832491222,1.0,0.6911623167072417,0.3088376832927583,0.27877653248889567,Low
US1NCWT0010,36.1484,-81.64,1054.0,"BLOWING ROCK 2.2 NE, NC US",66.49,0.8512955313556136,0.9023721846364648,0.8281002515606075,0.3007529864688895,0.6992470135311105,0.9280744155974491,High
US1NCWT0011,36.1461,-81.7877,996.7,"FOSCOE 1.2 WSW, NC US",64.17,0.7641757416447615,0.853301361651109,0.8270287897139639,0.2840287606861798,0.7159712393138202,0.8849431825566035,High
US1NCWY0001,35.3724,-77.8984,40.8,"GOLDSBORO 4.4 E, NC US",53.07,0.34735260983852795,0.03468356598441381,0.46659834156340096,0.7244182754911405,0.27558172450885954,0.22928603158812094,Low
US1NCWY0002,35.4704,-78.0892,35.1,"PIKEVILLE 6.2 WSW, NC US",51.22,0.2778820878708223,0.02980217521623705,0.5122519332898516,0.7028137915416404,0.29718620845835964,0.22064664126097377,Low
US1NCYD0003,36.0532,-80.6028,260.6,"YADKINVILLE 6.3 SSE, NC US",47.3,0.13067968456627851,0.22291684508007192,0.7837510481691953,0.41819622940610285,0.5818037705938972,0.3780517550257643,Low
US1NCYD0004,36.1309,-80.6555,280.4,"YADKINVILLE 0.2 E, NC US",48.89,0.19038678182500937,0.23987325511689642,0.8199478244665959,0.4122289531789612,0.5877710468210389,0.40807970604889776,Medium
US1NCYN0004,35.8297,-82.3285,947.9,"BURNSVILLE 6.5 SSW, NC US",53.96,0.38077356365001874,0.8115098056007536,0.6796329078542813,0.22279340995300823,0.7772065900469918,0.758334547900422,High
US1NCYN0013,35.8386,-82.3414,1163.1,"BURNSVILLE 5.9 SSW, NC US",53.38,0.35899361622230574,0.9958037167080585,0.6837789993478046,0.22133272943441143,0.7786672705655886,0.8459505664248941,High
